구,동,번지,본번,부번,단지명,평수,보증금,월세,계약기간,층,건축년도,도로명,계약구분,계약년월,계약일
양천구,신정동,318-17,318,17,제이월드빌,19,17190,60,2,12,2004,목동서로 291,갱신,202108,11
양천구,신정동,318-17,318,17,제이월드빌,19,40000,50,2,4,2004,목동서로 291,신규,202109,3
양천구,신정동,318-17,318,17,제이월드빌,19,35000,45,2,13,2004,목동서로 291,신규,202109,13
양천구,신정동,318-17,318,17,제이월드빌,19,40000,30,2,11,2004,목동서로 291,신규,202109,27
양천구,신정동,953-5,953,5,천우비지움오피스텔,5,10000,5,1,3,2009,오목로 190,신규,202109,14
양천구,신정동,972-6,972,6,퀸즈 포디엄,5,1000,63,2,6,2020,신월로 289,신규,202107,5
양천구,신정동,972-6,972,6,퀸즈 포디엄,5,1000,63,1,10,2020,신월로 289,신규,202107,23
양천구,신정동,972-6,972,6,퀸즈 포디엄,5,1000,70,1,4,2020,신월로 289,신규,202110,27
양천구,신정동,944-3,944,3,클레버 타워,8,1000,60,2,6,2003,오목로 132,-,202105,17
양천구,신정동,944-3,944,3,클레버 타워,8,1000,50,2,8,2003,오목로 132,-,202105,24
양천구,신정동,944-3,944,3,클레버 타워,8,10000,25,2,4,2003,오목로 132,신규,202106,23
양천구,신정동,944-3,944,3,클레버 타워,8,5500,45,1,8,2003,오목로 132,-,202107,7
양천구,신정동,944-3,944,3,클레버 타워,12,10000,30,2,3,2003,오목로 132,신규,202108,3
양천구,신정동,944-3,944,3,클레버 타워,12,10000,30,2,7,2003,오목로 132,신규,202109,29
양천구,신정동,319-17,319,17,헤리티지,8,10000,55,1,15,2020,목동서로 301-21,신규,202107,14
양천구,신정동,319-17,319,17,헤리티지,8,7500,64,2,13,2020,목동서로 301-21,신규,202112,1
양천구,신정동,319-18,319,18,헤리티지Ⅱ,8,10000,60,2,6,2020,목동서로 301-15,신규,202107,11
양천구,신정동,319-18,319,18,헤리티지Ⅱ,8,2000,90,1,12,2020,목동서로 301-15,신규,202108,27
양천구,신정동,319-18,319,18,헤리티지Ⅱ,8,1000,100,1,4,2020,목동서로 301-15,신규,202109,16
양천구,신정동,319-18,319,18,헤리티지Ⅱ,8,2000,94,1,4,2020,목동서로 301-15,신규,202109,30
양천구,신정동,319-18,319,18,헤리티지Ⅱ,8,1300,95,2,9,2020,목동서로 301-15,신규,202111,29
영등포구,당산동,121-168,121,168,	(121-168)	,5,3000,35,1,5,2012,버드나루로23길 13,갱신,202108,10
영등포구,당산동,121-168,121,168,	(121-168)	,5,3000,35,1,2,2012,버드나루로23길 13,신규,202108,30
영등포구,당산동,121-168,121,168,	(121-168)	,6,3000,46,1,7,2012,버드나루로23길 13,신규,202109,8
영등포구,당산동,171-15,171,15,	(171-15)	,7,7000,35,1,4,2012,버드나루로23길 25,갱신,202110,6
영등포구,당산동,171-15,171,15,	(171-15)	,7,4000,41,1,4,2012,버드나루로23길 25,신규,202110,22
영등포구,당산동,121-289,121,289,가온빌,6,5000,35,1,6,2016, ,신규,202106,19
영등포구,당산동,121-141,121,141,노들리안 오피스텔1,9,12300,5,2,2,2011,버드나루로 94-1,신규,202108,23
영등포구,당산동,121-141,121,141,노들리안 오피스텔1,4,3000,35,1,3,2011,버드나루로 94-1,신규,202112,7
영등포구,당산동,121-111,121,111,다빈치,5,15500,9,1,8,2012,국회대로55길 30,-,202105,7
영등포구,당산동,121-111,121,111,다빈치,5,15500,9,2,8,2012,국회대로55길 30,신규,202108,9
영등포구,당산동,121-321,121,321,리버프라임빌,6,5000,43,1,9,2019,버드나루로 100,-,202106,12
영등포구,당산동,121-321,121,321,리버프라임빌,6,5000,37,1,4,2019,버드나루로 100,신규,202107,31
영등포구,당산동,121-321,121,321,리버프라임빌,8,5000,53,1,5,2019,버드나루로 100,신규,202108,7
영등포구,당산동,121-321,121,321,리버프라임빌,6,4000,46,1,8,2019,버드나루로 100,신규,202109,4
영등포구,당산동,121-321,121,321,리버프라임빌,6,5000,39,1,5,2019,버드나루로 100,신규,202110,1
영등포구,당산동,121-81,121,81,리오팰리스,8,1000,70,2,7,2015, ,신규,202107,11
영등포구,당산동,121-81,121,81,리오팰리스,14,1000,96,1,6,2015, ,신규,202112,24
영등포구,당산동,121-159,121,159,스카이리버 관광호텔,6,4000,50,1,8,2014,버드나루로 90,신규,202106,9
영등포구,당산동,121-159,121,159,스카이리버 관광호텔,6,5000,35,1,15,2014,버드나루로 90,신규,202106,30
영등포구,당산동,121-159,121,159,스카이리버 관광호텔,5,1000,50,1,12,2014,버드나루로 90,신규,202108,23
영등포구,당산동,121-112,121,112,신성월드오피스텔,6,8000,28,2,3,1998,국회대로55길 32,-,202105,22
영등포구,당산동,121-112,121,112,신성월드오피스텔,6,1000,52,1,6,1998,국회대로55길 32,-,202106,19
영등포구,당산동,121-72,121,72,여의나루더명남더블레스,10,3000,100,1,2,2019,버드나루로 121,신규,202107,2
영등포구,당산동,121-61,121,61,여의도 아리스타,6,5000,50,1,4,2021,버드나루로 129,신규,202106,30
영등포구,당산동,121-61,121,61,여의도 아리스타,5,8000,40,1,4,2021,버드나루로 129,신규,202107,14
영등포구,당산동,121-61,121,61,여의도 아리스타,6,10000,30,1,7,2021,버드나루로 129,신규,202107,16
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,70,1,5,2021,버드나루로 129,신규,202107,23
영등포구,당산동,121-61,121,61,여의도 아리스타,5,900,70,1,6,2021,버드나루로 129,신규,202107,24
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,65,1,5,2021,버드나루로 129,신규,202107,24
영등포구,당산동,121-61,121,61,여의도 아리스타,6,3000,60,1,11,2021,버드나루로 129,신규,202107,26
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,70,1,5,2021,버드나루로 129,신규,202107,27
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,70,0,10,2021,버드나루로 129,신규,202107,30
영등포구,당산동,121-61,121,61,여의도 아리스타,6,5000,60,1,12,2021,버드나루로 129,신규,202107,31
영등포구,당산동,121-61,121,61,여의도 아리스타,6,15000,30,2,9,2021,버드나루로 129,신규,202108,1
영등포구,당산동,121-61,121,61,여의도 아리스타,6,12000,30,1,4,2021,버드나루로 129,신규,202108,2
영등포구,당산동,121-61,121,61,여의도 아리스타,6,5000,50,1,12,2021,버드나루로 129,신규,202108,4
영등포구,당산동,121-61,121,61,여의도 아리스타,6,5000,55,1,6,2021,버드나루로 129,신규,202108,7
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,70,1,2,2021,버드나루로 129,신규,202108,7
영등포구,당산동,121-61,121,61,여의도 아리스타,6,5000,50,1,2,2021,버드나루로 129,신규,202108,11
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,85,1,15,2021,버드나루로 129,신규,202109,1
영등포구,당산동,121-61,121,61,여의도 아리스타,6,1000,65,1,3,2021,버드나루로 129,신규,202109,4
영등포구,당산동,121-61,121,61,여의도 아리스타,6,21000,5,2,5,2021,버드나루로 129,신규,202111,12
영등포구,당산동,121-60,121,60,태경,6,500,43,1,4,2013,버드나루로 133,신규,202111,13
영등포구,당산동,121-104,121,104,하임-3,5,1000,58,1,6,2015, ,-,202105,6
영등포구,당산동,121-104,121,104,하임-3,5,4000,47,1,5,2015, ,-,202105,24
영등포구,당산동,121-104,121,104,하임-3,9,1000,50,1,2,2015, ,신규,202106,2
영등포구,당산동,121-104,121,104,하임-3,8,10000,33,1,13,2015, ,신규,202108,18
영등포구,당산동,121-104,121,104,하임-3,9,1000,50,0,10,2015, ,신규,202110,5
영등포구,당산동,121-104,121,104,하임-3,4,1000,50,1,4,2015, ,신규,202110,18
영등포구,당산동,121-109,121,109,하임4 S,17,1000,85,1,5,2016,국회대로55길 26,신규,202108,11
영등포구,당산동,121-44,121,44,한산 오피스텔,6,6000,30,1,11,2010,버드나루로 142,-,202104,30
영등포구,당산동,121-44,121,44,한산 오피스텔,6,7000,20,1,7,2010,버드나루로 142,신규,202106,11
영등포구,당산동,121-44,121,44,한산 오피스텔,7,5000,35,1,8,2010,버드나루로 142,신규,202106,29
영등포구,당산동,121-44,121,44,한산 오피스텔,6,7000,25,1,8,2010,버드나루로 142,-,202107,9
영등포구,당산동,121-44,121,44,한산 오피스텔,6,6000,27,2,6,2010,버드나루로 142,-,202108,9
영등포구,당산동,121-44,121,44,한산 오피스텔,6,5000,35,1,12,2010,버드나루로 142,신규,202109,25
영등포구,당산동,121-44,121,44,한산 오피스텔,7,5000,35,1,14,2010,버드나루로 142,신규,202110,2
영등포구,당산동,121-44,121,44,한산 오피스텔,7,7000,25,1,7,2010,버드나루로 142,신규,202112,29
영등포구,당산동1가,260,260,0,더채움오피스텔,8,6000,75,0,5,2020,양산로 142,갱신,202106,12
영등포구,당산동1가,260,260,0,더채움오피스텔,8,5000,84,1,10,2020,양산로 142,-,202107,14
영등포구,당산동1가,255-21,255,21,펠리스 빌,7,1000,83,1,6,2017,당산로16길 6,-,202106,26
영등포구,당산동2가,2월 15일,15,2,	문래역 대우미래사랑3차(B)	,26,20000,100,2,8,2004,영등포로 112,-,202110,20
영등포구,당산동2가,2월 15일,15,2,	문래역 대우미래사랑3차(B)	,26,20000,100,2,8,2004,영등포로 112,-,202110,20
영등포구,당산동2가,1월 15일,15,1,문래역 대우미래사랑3차,27,40000,60,2,10,2004,영등포로 112,-,202104,19
영등포구,당산동3가,416,416,0,	(416)	,9,1000,45,2,4,1998,당산로29길 7-1,신규,202108,28
영등포구,당산동3가,558-3,558,3,THE PARK 365,14,2000,100,1,13,2007,선유동1로 50,-,202104,26
영등포구,당산동3가,558-3,558,3,THE PARK 365,14,2000,100,2,5,2007,선유동1로 50,신규,202106,2
영등포구,당산동3가,558-3,558,3,THE PARK 365,28,3000,155,2,4,2007,선유동1로 50,신규,202106,8
영등포구,당산동3가,558-3,558,3,THE PARK 365,17,35000,50,0,10,2007,선유동1로 50,신규,202108,17
영등포구,당산동3가,558-3,558,3,THE PARK 365,14,2000,100,1,7,2007,선유동1로 50,신규,202108,23
영등포구,당산동3가,558-3,558,3,THE PARK 365,14,6000,65,2,3,2007,선유동1로 50,-,202109,23
영등포구,당산동3가,558-3,558,3,THE PARK 365,28,3000,160,2,2,2007,선유동1로 50,신규,202110,26
영등포구,당산동3가,6월 3일,6,3,당산동 디벨리움,7,2000,84,2,8,2019,양산로 141,신규,202107,31
영등포구,당산동3가,396-20,396,20,당산랜드빌,9,1000,50,1,4,2003,양산로19길 23-1,신규,202108,28
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,6,1000,56,2,5,2004,국회대로36길 17,-,202103,10
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,9,1000,60,1,5,2004,국회대로36길 17,신규,202106,2
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,6,2000,45,2,2,2004,국회대로36길 17,신규,202106,16
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,9,1000,50,1,3,2004,국회대로36길 17,신규,202106,26
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,9,2000,60,2,6,2004,국회대로36길 17,신규,202107,8
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,6,1000,55,2,4,2004,국회대로36길 17,신규,202108,11
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,6,1000,52,1,5,2004,국회대로36길 17,신규,202110,1
영등포구,당산동3가,Jan.80,80,1,리앤나빌리지,9,1000,65,2,6,2004,국회대로36길 17,신규,202110,15
영등포구,당산동3가,498,498,0,제이스빌,5,1000,50,1,4,2002,양산로17길 6,-,202106,10
영등포구,당산동3가,395-12,395,12,해라톤,7,7000,70,1,2,2020,당산로33길 21,-,202105,28
영등포구,당산동4가,32-31,32,31,	(32-31)	,4,1000,50,1,6,2003,당산로38길 13-1,신규,202112,24
영등포구,당산동4가,32-66,32,66,	(32-66)	,4,1000,38,2,5,2002,당산로 164-7,신규,202111,5
영등포구,당산동4가,32-32,32,32,시그마오피스텔,6,6000,15,2,2,2004,당산로38길 11,-,202108,24
영등포구,당산동4가,32-72,32,72,신일오피스텔,8,2000,43,1,5,2002,당산로 164-2,-,202107,20
영등포구,당산동4가,1월 2일,1,2,코오롱 스타폴리스,12,1000,85,1,7,2005,영신로 219,-,202103,16
영등포구,당산동4가,1월 2일,1,2,코오롱 스타폴리스,10,3000,60,1,10,2005,영신로 219,-,202105,24
영등포구,당산동4가,1월 2일,1,2,코오롱 스타폴리스,12,20000,25,1,6,2005,영신로 219,신규,202106,26
영등포구,당산동4가,1월 2일,1,2,코오롱 스타폴리스,12,1000,85,1,7,2005,영신로 219,신규,202107,14
영등포구,당산동4가,1월 2일,1,2,코오롱 스타폴리스,10,5000,50,1,12,2005,영신로 219,-,202107,18
영등포구,당산동4가,32-104,32,104,탑빌딩,9,6000,35,2,5,2003,국회대로37길 11,신규,202109,2
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,1000,73,1,14,2013,당산로45길 1,-,202102,20
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,1000,75,1,12,2013,당산로45길 1,신규,202106,2
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,6000,50,1,13,2013,당산로45길 1,신규,202106,21
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,8,1000,80,1,17,2013,당산로45길 1,신규,202107,1
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,1000,80,1,17,2013,당산로45길 1,신규,202107,29
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,500,80,1,18,2013,당산로45길 1,신규,202108,28
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,8,5000,60,1,6,2013,당산로45길 1,신규,202110,9
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,8,1000,70,1,7,2013,당산로45길 1,신규,202110,11
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,3000,60,1,4,2013,당산로45길 1,신규,202110,19
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,1000,78,1,4,2013,당산로45길 1,신규,202111,19
영등포구,당산동5가,9월 2일,9,2,당산 삼성쉐르빌,7,1000,70,1,14,2013,당산로45길 1,신규,202112,14
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,8,1000,65,1,10,2005,양평로 67,신규,202106,16
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,9,2000,60,1,8,2005,양평로 67,신규,202106,16
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,8,1000,65,1,12,2005,양평로 67,신규,202107,19
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,9,1000,70,1,7,2005,양평로 67,신규,202109,8
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,8,1000,63,1,8,2005,양평로 67,신규,202110,7
영등포구,당산동5가,Jan.33,33,1,당산역 한강포스빌,8,1000,65,1,8,2005,양평로 67,신규,202111,4
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,1000,68,1,4,2015, ,신규,202106,18
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,500,73,1,10,2015, ,신규,202106,25
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,12000,40,1,18,2015, ,신규,202107,7
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,10000,40,2,7,2015, ,신규,202108,5
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,3000,65,1,17,2015, ,신규,202108,18
영등포구,당산동5가,9월 3일,9,3,당산역해링턴타워,7,8000,50,1,12,2015, ,신규,202109,10
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,1000,75,1,15,2014,당산로 203,-,202105,18
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,5000,57,1,7,2014,당산로 203,-,202105,21
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,13000,30,1,8,2014,당산로 203,-,202105,26
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,6000,55,0,9,2014,당산로 203,갱신,202106,9
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,5000,50,1,4,2014,당산로 203,신규,202107,10
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,12280,30,1,6,2014,당산로 203,신규,202107,14
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,1000,80,1,11,2014,당산로 203,신규,202107,14
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,1000,75,1,2,2014,당산로 203,신규,202107,27
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,18000,20,1,10,2014,당산로 203,신규,202108,14
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,8000,40,1,6,2014,당산로 203,신규,202108,14
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,500,83,1,13,2014,당산로 203,신규,202108,19
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,1000,73,2,9,2014,당산로 203,신규,202108,22
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,2000,70,1,6,2014,당산로 203,신규,202109,4
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,2000,70,1,3,2014,당산로 203,신규,202109,16
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,5000,57,1,7,2014,당산로 203,신규,202109,25
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,1000,75,1,12,2014,당산로 203,신규,202110,4
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,10000,40,2,6,2014,당산로 203,신규,202110,8
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,10000,40,1,3,2014,당산로 203,신규,202110,26
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,1000,80,1,7,2014,당산로 203,신규,202111,5
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,10000,40,2,5,2014,당산로 203,신규,202111,7
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,8000,40,1,6,2014,당산로 203,신규,202111,11
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,10000,40,1,7,2014,당산로 203,신규,202112,1
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,15750,25,1,9,2014,당산로 203,갱신,202112,11
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,7,1000,74,1,3,2014,당산로 203,갱신,202112,15
영등포구,당산동5가,8,8,0,데시앙루브 오피스텔,8,1000,75,1,15,2014,당산로 203,신규,202112,21
영등포구,당산동5가,34,34,0,태림빌,7,5000,30,1,9,2002,당산로45길 7-4,-,202106,24
영등포구,당산동6가,332-3,332,3,더빌,8,1000,75,1,9,2016,양평로12길 10-8,신규,202106,14
영등포구,당산동6가,332-3,332,3,더빌,8,1000,75,1,5,2016,양평로12길 10-8,-,202106,23
영등포구,당산동6가,337-4,337,4,스타빌,7,1000,70,1,2,2014,양평로12길 10-5,신규,202107,29
영등포구,당산동6가,337-4,337,4,스타빌,7,1000,73,1,3,2014,양평로12길 10-5,신규,202108,24
영등포구,당산동6가,337-4,337,4,스타빌,7,1000,70,1,7,2014,양평로12길 10-5,신규,202111,9
영등포구,당산동6가,346-2,346,2,씨엔에스파크,5,1000,60,1,5,2013,양평로12가길 2,신규,202107,14
영등포구,당산동6가,346-2,346,2,씨엔에스파크,5,1000,60,1,3,2013,양평로12가길 2,신규,202111,13
영등포구,대림동,1101-7,1101,7,G밸리소홈,6,500,56,1,6,2018,도림천로19길 11,신규,202107,3
영등포구,대림동,1101-7,1101,7,G밸리소홈,6,1000,60,1,3,2018,도림천로19길 11,신규,202107,3
영등포구,대림동,1101-7,1101,7,G밸리소홈,6,10000,15,1,4,2018,도림천로19길 11,갱신,202107,15
영등포구,대림동,1101-7,1101,7,G밸리소홈,6,3700,48,1,6,2018,도림천로19길 11,신규,202108,12
영등포구,대림동,1101-7,1101,7,G밸리소홈,6,4000,32,1,4,2018,도림천로19길 11,신규,202111,5
영등포구,대림동,709-6,709,6,건영타워,15,4000,40,2,3,2012,대림로23길 4,-,202107,31
영등포구,대림동,709-6,709,6,건영타워,15,4000,38,2,3,2012,대림로23길 4,-,202109,14
영등포구,대림동,706-17,706,17,대림빌딩,4,500,40,2,7,2013,도림로 140,-,202107,20
영등포구,대림동,706-17,706,17,대림빌딩,4,500,45,2,7,2013,도림로 140,신규,202110,6
영등포구,대림동,710-8,710,8,세인트 오피스텔,5,500,40,2,6,2002,대림로27길 5,신규,202112,2
영등포구,대림동,1122,1122,0,신대림자이,18,12000,70,2,17,2007,시흥대로 589-8,신규,202107,21
영등포구,대림동,1101-1,1101,1,유탑유블레스,6,300,60,2,2,2012,도림천로19길 12,-,202106,21
영등포구,대림동,1101-1,1101,1,유탑유블레스,6,300,60,1,2,2012,도림천로19길 12,-,202107,20
영등포구,대림동,682,682,0,홍진빌딩,7,500,55,0,7,2013,가마산로 356,신규,202106,12
영등포구,대림동,682,682,0,홍진빌딩,7,1000,47,1,5,2013,가마산로 356,신규,202107,23
영등포구,도림동,265-8,265,8,	도림동 하나 아파텔(2차)	,9,5000,49,2,15,2003,도영로 16-1,갱신,202107,23
영등포구,도림동,265-8,265,8,	도림동 하나 아파텔(2차)	,9,3000,65,1,2,2003,도영로 16-1,신규,202108,10
영등포구,도림동,265-8,265,8,	도림동 하나 아파텔(2차)	,9,1000,75,1,7,2003,도영로 16-1,신규,202108,18
영등포구,도림동,265-8,265,8,	도림동 하나 아파텔(2차)	,9,3000,60,1,10,2003,도영로 16-1,신규,202109,11
영등포구,도림동,265-8,265,8,	도림동 하나 아파텔(2차)	,9,1000,75,1,6,2003,도영로 16-1,신규,202111,18
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,2000,84,1,6,2003,도영로 16,-,202105,22
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,1,10,2003,도영로 16,-,202105,29
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,1,10,2003,도영로 16,신규,202106,11
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,7000,60,2,8,2003,도영로 16,신규,202106,26
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,2,4,2003,도영로 16,신규,202107,2
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,1,5,2003,도영로 16,신규,202107,17
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,1,10,2003,도영로 16,신규,202108,21
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,17000,15,2,11,2003,도영로 16,갱신,202109,8
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,90,1,15,2003,도영로 16,신규,202109,25
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,14,1000,90,1,15,2003,도영로 16,신규,202110,6
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,1000,95,1,10,2003,도영로 16,신규,202110,13
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,5000,70,2,6,2003,도영로 16,신규,202110,28
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,3000,80,2,5,2003,도영로 16,신규,202111,27
영등포구,도림동,265-1,265,1,	도림동 하나아파텔(1차)	,13,3000,85,2,8,2003,도영로 16,신규,202112,2
영등포구,도림동,187-34,187,34,(187-34),14,4000,67,2,2,2019, ,갱신,202111,8
영등포구,도림동,819,819,0,대우미래사랑,8,3000,45,1,7,2004,도영로 80,신규,202106,12
영등포구,도림동,819,819,0,대우미래사랑,8,2000,50,1,4,2004,도영로 80,신규,202106,17
영등포구,도림동,819,819,0,대우미래사랑,8,1000,55,1,13,2004,도영로 80,신규,202108,14
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,2000,120,1,3,2006,도영로7길 15,-,202101,20
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,28,3000,150,2,10,2006,도영로7길 15,-,202103,24
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,26,3000,140,2,13,2006,도영로7길 15,-,202104,5
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,10000,95,2,12,2006,도영로7길 15,-,202104,10
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,5000,95,1,10,2006,도영로7길 15,-,202105,15
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,26,35000,45,2,12,2006,도영로7길 15,-,202105,25
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,26,15000,95,2,7,2006,도영로7길 15,갱신,202106,11
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,10000,90,2,4,2006,도영로7길 15,신규,202106,24
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,10000,85,2,13,2006,도영로7길 15,신규,202107,1
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,15000,70,2,5,2006,도영로7길 15,신규,202107,12
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,2000,105,1,2,2006,도영로7길 15,갱신,202107,30
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,28,3000,160,1,6,2006,도영로7길 15,-,202108,10
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,2000,120,1,7,2006,도영로7길 15,-,202108,10
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,18,18900,53,2,3,2006,도영로7길 15,-,202108,17
영등포구,도림동,820,820,0,쌍용플래티넘시티1단지,26,1500,150,1,3,2006,도영로7길 15,-,202108,28
영등포구,도림동,269-1,269,1,쌍용플래티넘시티2단지,29,50000,40,2,10,2006,도영로 15,-,202104,7
영등포구,도림동,269-1,269,1,쌍용플래티넘시티2단지,26,2000,160,2,9,2006,도영로 15,-,202104,30
영등포구,도림동,269-1,269,1,쌍용플래티넘시티2단지,18,10000,85,2,6,2006,도영로 15,-,202105,28
영등포구,도림동,269-1,269,1,쌍용플래티넘시티2단지,26,2000,150,4,5,2006,도영로 15,-,202105,31
영등포구,도림동,269-1,269,1,쌍용플래티넘시티2단지,18,24000,39,2,6,2006,도영로 15,-,202109,9
영등포구,도림동,195-5,195,5,에스제이팰리스,11,7000,70,2,3,2019,도영로 65,신규,202106,7
영등포구,도림동,195-5,195,5,에스제이팰리스,10,12000,55,2,9,2019,도영로 65,신규,202112,4
영등포구,도림동,266-2,266,2,타원벨라움,10,4000,55,2,9,2004,도신로15길 37,-,202105,4
영등포구,도림동,266-2,266,2,타원벨라움,8,1000,50,1,5,2004,도신로15길 37,신규,202106,3
영등포구,도림동,266-2,266,2,타원벨라움,10,1000,70,2,4,2004,도신로15길 37,신규,202106,11
영등포구,도림동,266-2,266,2,타원벨라움,12,1000,80,2,7,2004,도신로15길 37,신규,202106,21
영등포구,도림동,266-2,266,2,타원벨라움,10,1000,70,1,6,2004,도신로15길 37,신규,202106,26
영등포구,도림동,266-2,266,2,타원벨라움,10,1000,73,1,8,2004,도신로15길 37,신규,202107,20
영등포구,도림동,266-2,266,2,타원벨라움,12,1000,75,1,6,2004,도신로15길 37,신규,202110,25
영등포구,도림동,229-8,229,8,현대팰리스,13,12000,40,2,2,2015, ,신규,202110,18
영등포구,도림동,229-8,229,8,현대팰리스,11,10000,40,2,5,2015, ,신규,202112,22
영등포구,문래동3가,Mar.83,83,3,문래동대동오피스텔,8,500,52,2,2,1998,문래로 77,신규,202108,14
영등포구,문래동3가,Mar.83,83,3,문래동대동오피스텔,9,1000,50,2,5,1998,문래로 77,신규,202109,3
영등포구,문래동3가,Mar.83,83,3,문래동대동오피스텔,9,1000,47,2,5,1998,문래로 77,갱신,202111,27
영등포구,문래동3가,Oct.77,77,10,문래역 이안,23,5000,120,2,4,2004,문래로20길 46,-,202104,10
